parent_image,child_image,pair_type,kin
F0722/MID5/P07580_face0.jpg,F0722/MID1/P07577_face1.jpg,fs,1
F0722/MID5/P07580_face0.jpg,F0788/MID2/P08317_face1.jpg,fs,0
F0723/MID1/P07602_face0.jpg,F0723/MID2/P07600_face0.jpg,fs,1
F0723/MID1/P07602_face0.jpg,F0425/MID9/P11485_face0.jpg,fs,0
F0726/MID2/P07622_face0.jpg,F0726/MID4/P07622_face1.jpg,fs,1
F0726/MID2/P07626_face2.jpg,F0419/MID3/P04397_face1.jpg,fs,0
F0729/MID1/P11057_face0.jpg,F0729/MID5/P11064_face0.jpg,fs,1
F0729/MID1/P11067_face0.jpg,F0814/MID5/P08613_face5.jpg,fs,0
F0729/MID1/P11059_face1.jpg,F0729/MID3/P11067_face2.jpg,fs,1
F0729/MID1/P11060_face1.jpg,F0611/MID3/P06430_face2.jpg,fs,0
F0730/MID3/P07656_face1.jpg,F0730/MID1/P07656_face0.jpg,fs,1
F0730/MID3/P07647_face0.jpg,F0215/MID1/P02279_face1.jpg,fs,0
F0734/MID1/P07696_face0.jpg,F0734/MID3/P07695_face2.jpg,fs,1
F0734/MID1/P10617_face3.jpg,F0101/MID6/P01041_face2.jpg,fs,0
F0737/MID1/P07723_face0.jpg,F0737/MID4/P07727_face1.jpg,fs,1
F0737/MID1/P07725_face1.jpg,F0795/MID4/P12230_face0.jpg,fs,0
F0737/MID2/P07718_face1.jpg,F0737/MID1/P07721_face3.jpg,fs,1
F0737/MID2/P07719_face0.jpg,F0198/MID3/P02127_face4.jpg,fs,0
F0739/MID5/P07738_face4.jpg,F0739/MID2/P07739_face3.jpg,fs,1
F0739/MID5/P07738_face4.jpg,F0101/MID5/P01039_face2.jpg,fs,0
F0740/MID3/P07758_face2.jpg,F0740/MID7/P07764_face1.jpg,fs,1
F0740/MID3/P07758_face2.jpg,F0033/MID4/P00346_face1.jpg,fs,0
F0740/MID3/P07763_face1.jpg,F0740/MID5/P07764_face3.jpg,fs,1
F0740/MID3/P07758_face2.jpg,F0260/MID4/P02776_face0.jpg,fs,0
F0740/MID3/P07763_face1.jpg,F0740/MID6/P07763_face0.jpg,fs,1
F0740/MID3/P07763_face1.jpg,F0717/MID5/P07520_face1.jpg,fs,0
F0740/MID8/P07766_face1.jpg,F0740/MID10/P07768_face2.jpg,fs,1
F0740/MID8/P07768_face1.jpg,F0362/MID5/P03837_face1.jpg,fs,0
F0742/MID1/P07773_face0.jpg,F0742/MID7/P07776_face1.jpg,fs,1
F0742/MID1/P07779_face0.jpg,F0729/MID5/P11062_face0.jpg,fs,0
F0742/MID1/P07782_face0.jpg,F0742/MID5/P07773_face1.jpg,fs,1
F0742/MID1/P07775_face0.jpg,F0009/MID2/P11721_face0.jpg,fs,0
F0744/MID1/P07799_face3.jpg,F0744/MID3/P07800_face1.jpg,fs,1
F0744/MID1/P07794_face0.jpg,F0090/MID4/P10832_face0.jpg,fs,0
F0745/MID1/P07805_face1.jpg,F0745/MID2/P07804_face2.jpg,fs,1
F0745/MID1/P07804_face1.jpg,F0948/MID5/P09990_face0.jpg,fs,0
F0746/MID1/P07821_face0.jpg,F0746/MID2/P07818_face2.jpg,fs,1
F0746/MID1/P07818_face0.jpg,F0401/MID8/P04230_face2.jpg,fs,0
F0747/MID2/P07830_face1.jpg,F0747/MID3/P07832_face1.jpg,fs,1
F0747/MID2/P07830_face1.jpg,F0827/MID3/P08747_face0.jpg,fs,0
F0749/MID2/P07846_face2.jpg,F0749/MID5/P07844_face0.jpg,fs,1
F0749/MID2/P07845_face1.jpg,F0601/MID18/P06296_face24.jpg,fs,0
F0749/MID2/P07846_face2.jpg,F0749/MID3/P07843_face2.jpg,fs,1
F0749/MID2/P07847_face0.jpg,F0760/MID3/P08016_face1.jpg,fs,0
F0757/MID2/P07996_face5.jpg,F0757/MID1/P07995_face1.jpg,fs,1
F0757/MID2/P07996_face5.jpg,F0042/MID2/P11326_face0.jpg,fs,0
F0759/MID1/P08009_face0.jpg,F0759/MID10/P08009_face3.jpg,fs,1
F0759/MID1/P08003_face8.jpg,F0887/MID11/P09363_face1.jpg,fs,0
F0759/MID1/P08004_face0.jpg,F0759/MID9/P08009_face2.jpg,fs,1
F0759/MID1/P08004_face0.jpg,F0130/MID5/P01365_face0.jpg,fs,0
F0759/MID1/P08007_face0.jpg,F0759/MID4/P08007_face1.jpg,fs,1
F0759/MID1/P08010_face8.jpg,F0305/MID2/P03250_face2.jpg,fs,0
F0760/MID1/P08011_face4.jpg,F0760/MID3/P08017_face0.jpg,fs,1
F0760/MID1/P08012_face1.jpg,F0993/MID2/P10465_face2.jpg,fs,0
F0761/MID1/P08022_face2.jpg,F0761/MID3/P08029_face0.jpg,fs,1
F0761/MID1/P08022_face2.jpg,F0984/MID6/P10372_face1.jpg,fs,0
F0763/MID1/P12195_face5.jpg,F0763/MID2/P12190_face0.jpg,fs,1
F0763/MID1/P12199_face1.jpg,F0247/MID3/P02609_face1.jpg,fs,0
F0763/MID1/P12196_face1.jpg,F0763/MID5/P12191_face3.jpg,fs,1
F0763/MID1/P12201_face0.jpg,F0070/MID5/P00710_face3.jpg,fs,0
F0765/MID3/P08060_face5.jpg,F0765/MID4/P08060_face3.jpg,fs,1
F0765/MID3/P08071_face1.jpg,F0415/MID2/P04353_face0.jpg,fs,0
F0767/MID1/P08108_face2.jpg,F0767/MID6/P08105_face1.jpg,fs,1
F0767/MID1/P08106_face2.jpg,F0991/MID16/P10441_face23.jpg,fs,0
F0767/MID1/P08110_face1.jpg,F0767/MID5/P08103_face4.jpg,fs,1
F0767/MID1/P08099_face0.jpg,F0096/MID7/P00989_face0.jpg,fs,0
F0771/MID1/P08140_face4.jpg,F0771/MID3/P08145_face1.jpg,fs,1
F0771/MID1/P08152_face1.jpg,F0061/MID7/P00617_face2.jpg,fs,0
F0771/MID1/P08141_face2.jpg,F0771/MID6/P08146_face3.jpg,fs,1
F0771/MID1/P08152_face1.jpg,F0101/MID6/P01041_face2.jpg,fs,0
F0773/MID5/P08167_face6.jpg,F0773/MID3/P08172_face0.jpg,fs,1
F0773/MID5/P08167_face6.jpg,F0955/MID4/P10062_face2.jpg,fs,0
F0773/MID5/P08167_face6.jpg,F0773/MID2/P08172_face1.jpg,fs,1
F0773/MID5/P08167_face6.jpg,F0460/MID4/P04860_face1.jpg,fs,0
F0773/MID5/P08167_face6.jpg,F0773/MID1/P08165_face1.jpg,fs,1
F0773/MID5/P08167_face6.jpg,F0885/MID2/P12338_face0.jpg,fs,0
F0774/MID1/P08179_face0.jpg,F0774/MID3/P08182_face1.jpg,fs,1
F0774/MID1/P08179_face0.jpg,F0303/MID2/P12157_face1.jpg,fs,0
F0774/MID1/P08174_face3.jpg,F0774/MID4/P08178_face2.jpg,fs,1
F0774/MID1/P08176_face3.jpg,F0535/MID2/P05618_face2.jpg,fs,0
F0774/MID5/P08176_face1.jpg,F0774/MID7/P08176_face2.jpg,fs,1
F0774/MID5/P08176_face1.jpg,F0911/MID3/P09617_face7.jpg,fs,0
F0774/MID5/P08176_face1.jpg,F0774/MID1/P08173_face1.jpg,fs,1
F0774/MID5/P08176_face1.jpg,F0445/MID3/P04704_face2.jpg,fs,0
F0778/MID3/P08218_face1.jpg,F0778/MID1/P08218_face0.jpg,fs,1
F0778/MID3/P08217_face1.jpg,F0926/MID3/P09765_face3.jpg,fs,0
F0779/MID1/P08228_face2.jpg,F0779/MID4/P08222_face0.jpg,fs,1
F0779/MID1/P08228_face2.jpg,F0521/MID5/P05479_face4.jpg,fs,0
F0779/MID1/P08223_face0.jpg,F0779/MID3/P08222_face1.jpg,fs,1
F0779/MID1/P08229_face16.jpg,F0209/MID7/P02231_face0.jpg,fs,0
F0783/MID3/P08270_face1.jpg,F0783/MID5/P08268_face0.jpg,fs,1
F0783/MID3/P08271_face1.jpg,F0325/MID12/P03448_face12.jpg,fs,0
F0783/MID3/P08266_face1.jpg,F0783/MID4/P08270_face2.jpg,fs,1
F0783/MID3/P08265_face0.jpg,F0688/MID2/P07180_face0.jpg,fs,0
F0788/MID1/P08313_face2.jpg,F0788/MID2/P08315_face3.jpg,fs,1
F0788/MID1/P08314_face0.jpg,F0937/MID2/P09875_face0.jpg,fs,0
F0788/MID5/P08312_face0.jpg,F0788/MID1/P08311_face2.jpg,fs,1
F0788/MID5/P08313_face1.jpg,F0247/MID3/P02617_face2.jpg,fs,0
F0790/MID1/P11143_face4.jpg,F0790/MID3/P11137_face1.jpg,fs,1
F0790/MID1/P11158_face0.jpg,F0994/MID2/P10478_face2.jpg,fs,0
F0790/MID2/P11146_face0.jpg,F0790/MID1/P11140_face1.jpg,fs,1
F0790/MID2/P11138_face1.jpg,F0658/MID8/P11026_face1.jpg,fs,0
F0795/MID3/P12218_face1.jpg,F0795/MID5/P12220_face2.jpg,fs,1
F0795/MID3/P12218_face1.jpg,F0080/MID8/P00826_face3.jpg,fs,0
F0795/MID3/P12221_face0.jpg,F0795/MID4/P12228_face0.jpg,fs,1
F0795/MID3/P12221_face0.jpg,F0337/MID5/P03569_face2.jpg,fs,0
F0795/MID3/P12219_face0.jpg,F0795/MID1/P12219_face2.jpg,fs,1
F0795/MID3/P12218_face1.jpg,F0542/MID8/P05684_face0.jpg,fs,0
F0796/MID8/P08426_face0.jpg,F0796/MID9/P08428_face3.jpg,fs,1
F0796/MID8/P08428_face2.jpg,F0972/MID3/P10235_face3.jpg,fs,0
F0802/MID6/P08477_face0.jpg,F0802/MID1/P08486_face12.jpg,fs,1
F0802/MID6/P08477_face0.jpg,F0523/MID4/P05501_face2.jpg,fs,0
F0806/MID3/P08533_face0.jpg,F0806/MID5/P08530_face6.jpg,fs,1
F0806/MID3/P08533_face0.jpg,F0130/MID5/P01361_face0.jpg,fs,0
F0806/MID6/P08540_face1.jpg,F0806/MID4/P08543_face1.jpg,fs,1
F0806/MID6/P08541_face1.jpg,F0221/MID5/P02348_face3.jpg,fs,0
F0814/MID3/P08611_face1.jpg,F0814/MID2/P08612_face0.jpg,fs,1
F0814/MID3/P08613_face6.jpg,F0202/MID5/P02179_face1.jpg,fs,0
F0814/MID3/P08607_face1.jpg,F0814/MID5/P08613_face5.jpg,fs,1
F0814/MID3/P08607_face1.jpg,F0592/MID3/P06221_face2.jpg,fs,0
F0814/MID3/P08605_face3.jpg,F0814/MID6/P08605_face1.jpg,fs,1
F0814/MID3/P08613_face6.jpg,F0678/MID5/P07080_face0.jpg,fs,0
F0816/MID1/P08632_face1.jpg,F0816/MID3/P08632_face0.jpg,fs,1
F0816/MID1/P08637_face1.jpg,F0989/MID4/P10424_face2.jpg,fs,0
F0821/MID1/P08687_face0.jpg,F0821/MID8/P08687_face2.jpg,fs,1
F0821/MID1/P08690_face1.jpg,F0128/MID6/P01326_face2.jpg,fs,0
F0821/MID1/P08685_face1.jpg,F0821/MID7/P08686_face2.jpg,fs,1
F0821/MID1/P08687_face0.jpg,F0688/MID3/P07180_face1.jpg,fs,0
F0821/MID1/P08681_face4.jpg,F0821/MID5/P08684_face5.jpg,fs,1
F0821/MID1/P08687_face0.jpg,F0611/MID3/P06430_face2.jpg,fs,0
F0822/MID2/P08691_face2.jpg,F0822/MID1/P08691_face0.jpg,fs,1
F0822/MID2/P08691_face2.jpg,F0984/MID6/P10371_face4.jpg,fs,0
F0822/MID2/P08691_face2.jpg,F0822/MID4/P08692_face0.jpg,fs,1
F0822/MID2/P08691_face2.jpg,F0971/MID5/P10232_face0.jpg,fs,0
F0825/MID1/P08727_face0.jpg,F0825/MID9/P08726_face1.jpg,fs,1
F0825/MID1/P08728_face0.jpg,F0552/MID9/P05790_face2.jpg,fs,0
F0825/MID1/P08727_face0.jpg,F0825/MID10/P08727_face1.jpg,fs,1
F0825/MID1/P08723_face4.jpg,F0622/MID1/P06530_face2.jpg,fs,0
F0825/MID5/P08723_face0.jpg,F0825/MID1/P08723_face4.jpg,fs,1
F0825/MID5/P08723_face0.jpg,F0432/MID4/P04546_face0.jpg,fs,0
F0827/MID2/P08743_face1.jpg,F0827/MID3/P08741_face0.jpg,fs,1
F0827/MID2/P08741_face3.jpg,F0069/MID6/P11417_face3.jpg,fs,0
F0829/MID1/P08762_face5.jpg,F0829/MID3/P08768_face4.jpg,fs,1
F0829/MID1/P08770_face0.jpg,F0401/MID1/P04232_face1.jpg,fs,0
F0829/MID1/P08768_face0.jpg,F0829/MID5/P08762_face0.jpg,fs,1
F0829/MID1/P08766_face0.jpg,F0105/MID4/P01079_face2.jpg,fs,0
F0829/MID1/P08761_face1.jpg,F0829/MID4/P08762_face6.jpg,fs,1
F0829/MID1/P08767_face1.jpg,F0717/MID5/P07520_face1.jpg,fs,0
F0834/MID2/P08819_face0.jpg,F0834/MID3/P08814_face0.jpg,fs,1
F0834/MID2/P08811_face3.jpg,F0744/MID3/P07800_face1.jpg,fs,0
F0835/MID2/P08826_face3.jpg,F0835/MID5/P08824_face5.jpg,fs,1
F0835/MID2/P08824_face2.jpg,F0132/MID3/P01385_face0.jpg,fs,0
F0835/MID7/P08822_face2.jpg,F0835/MID8/P08822_face0.jpg,fs,1
F0835/MID7/P08822_face2.jpg,F0694/MID1/P07228_face0.jpg,fs,0
F0838/MID4/P08858_face0.jpg,F0838/MID5/P08856_face3.jpg,fs,1
F0838/MID4/P08860_face6.jpg,F0284/MID2/P03034_face9.jpg,fs,0
F0840/MID2/P08878_face2.jpg,F0840/MID3/P08873_face2.jpg,fs,1
F0840/MID2/P08875_face1.jpg,F0206/MID8/P10912_face0.jpg,fs,0
F0843/MID1/P08909_face1.jpg,F0843/MID3/P08901_face0.jpg,fs,1
F0843/MID1/P08903_face1.jpg,F0747/MID3/P07829_face2.jpg,fs,0
F0844/MID1/P08915_face2.jpg,F0844/MID3/P08916_face0.jpg,fs,1
F0844/MID1/P08914_face0.jpg,F0881/MID1/P09300_face1.jpg,fs,0
F0847/MID2/P08947_face0.jpg,F0847/MID3/P08950_face0.jpg,fs,1
F0847/MID2/P08944_face1.jpg,F0822/MID1/P08692_face2.jpg,fs,0
F0850/MID1/P08982_face2.jpg,F0850/MID5/P08983_face2.jpg,fs,1
F0850/MID1/P08981_face7.jpg,F0678/MID5/P07080_face0.jpg,fs,0
F0850/MID1/P08983_face1.jpg,F0850/MID2/P08986_face2.jpg,fs,1
F0850/MID1/P08989_face1.jpg,F0984/MID4/P10372_face4.jpg,fs,0
F0860/MID1/P09092_face0.jpg,F0860/MID4/P09092_face1.jpg,fs,1
F0860/MID1/P09087_face0.jpg,F0993/MID4/P10461_face0.jpg,fs,0
F0860/MID2/P09085_face0.jpg,F0860/MID1/P09089_face1.jpg,fs,1
F0860/MID2/P09085_face0.jpg,F0076/MID4/P00773_face0.jpg,fs,0
F0863/MID1/P09118_face0.jpg,F0863/MID3/P09122_face1.jpg,fs,1
F0863/MID1/P09118_face0.jpg,F0934/MID2/P09852_face1.jpg,fs,0
F0865/MID1/P09139_face0.jpg,F0865/MID3/P09141_face0.jpg,fs,1
F0865/MID1/P09137_face0.jpg,F0687/MID2/P07176_face1.jpg,fs,0
F0868/MID1/P09174_face1.jpg,F0868/MID2/P09167_face1.jpg,fs,1
F0868/MID1/P09167_face0.jpg,F0827/MID3/P08743_face0.jpg,fs,0
F0869/MID1/P09177_face0.jpg,F0869/MID3/P09175_face0.jpg,fs,1
F0869/MID1/P09177_face0.jpg,F0583/MID5/P06137_face1.jpg,fs,0
F0874/MID1/P09225_face3.jpg,F0874/MID4/P09229_face0.jpg,fs,1
F0874/MID1/P09234_face0.jpg,F0596/MID4/P10690_face0.jpg,fs,0
F0875/MID1/P09235_face0.jpg,F0875/MID4/P09240_face0.jpg,fs,1
F0875/MID1/P09237_face1.jpg,F0514/MID6/P05419_face0.jpg,fs,0
F0878/MID1/P09268_face2.jpg,F0878/MID3/P09271_face3.jpg,fs,1
F0878/MID1/P09265_face1.jpg,F0426/MID1/P11039_face0.jpg,fs,0
F0881/MID6/P09296_face3.jpg,F0881/MID1/P09296_face5.jpg,fs,1
F0881/MID6/P09296_face3.jpg,F0198/MID3/P02130_face4.jpg,fs,0
F0884/MID1/P09328_face1.jpg,F0884/MID3/P09334_face1.jpg,fs,1
F0884/MID1/P09334_face0.jpg,F0552/MID1/P05800_face1.jpg,fs,0
F0885/MID1/P12330_face1.jpg,F0885/MID2/P12345_face0.jpg,fs,1
F0885/MID1/P12320_face0.jpg,F0293/MID3/P03122_face3.jpg,fs,0
F0885/MID5/P12336_face2.jpg,F0885/MID1/P12327_face1.jpg,fs,1
F0885/MID5/P12333_face1.jpg,F0144/MID3/P01524_face3.jpg,fs,0
F0885/MID5/P12336_face2.jpg,F0885/MID6/P12335_face1.jpg,fs,1
F0885/MID5/P12333_face1.jpg,F0694/MID1/P07228_face0.jpg,fs,0
F0886/MID4/P09346_face1.jpg,F0886/MID5/P09346_face4.jpg,fs,1
F0886/MID4/P09346_face1.jpg,F0439/MID1/P10644_face1.jpg,fs,0
F0886/MID4/P09346_face1.jpg,F0886/MID7/P09346_face2.jpg,fs,1
F0886/MID4/P09346_face1.jpg,F0579/MID4/P06079_face0.jpg,fs,0
F0887/MID1/P09356_face1.jpg,F0887/MID5/P09358_face1.jpg,fs,1
F0887/MID1/P09357_face2.jpg,F0136/MID2/P01435_face1.jpg,fs,0
F0887/MID10/P09363_face3.jpg,F0887/MID11/P09363_face1.jpg,fs,1
F0887/MID10/P09363_face3.jpg,F0466/MID3/P04915_face0.jpg,fs,0
F0892/MID2/P09421_face5.jpg,F0892/MID4/P09412_face3.jpg,fs,1
F0892/MID2/P09416_face2.jpg,F0096/MID1/P00991_face0.jpg,fs,0
F0895/MID1/P09446_face0.jpg,F0895/MID3/P09443_face2.jpg,fs,1
F0895/MID1/P09444_face0.jpg,F0821/MID8/P08687_face2.jpg,fs,0
F0896/MID1/P09458_face1.jpg,F0896/MID3/P09453_face1.jpg,fs,1
F0896/MID1/P09455_face0.jpg,F0984/MID5/P10366_face1.jpg,fs,0
F0896/MID1/P09460_face0.jpg,F0896/MID5/P09453_face2.jpg,fs,1
F0896/MID1/P09455_face0.jpg,F0051/MID4/P10799_face0.jpg,fs,0
F0897/MID1/P09469_face0.jpg,F0897/MID4/P09471_face1.jpg,fs,1
F0897/MID1/P09466_face0.jpg,F0315/MID1/P03346_face1.jpg,fs,0
F0897/MID4/P09471_face1.jpg,F0897/MID9/P09471_face0.jpg,fs,1
F0897/MID4/P09471_face1.jpg,F0960/MID1/P10117_face1.jpg,fs,0
F0898/MID3/P09478_face0.jpg,F0898/MID4/P09478_face1.jpg,fs,1
F0898/MID3/P09477_face0.jpg,F0745/MID2/P07808_face1.jpg,fs,0
F0899/MID3/P09497_face0.jpg,F0899/MID1/P09504_face0.jpg,fs,1
F0899/MID3/P09497_face0.jpg,F0442/MID2/P04660_face3.jpg,fs,0
F0901/MID1/P09515_face1.jpg,F0901/MID4/P09518_face0.jpg,fs,1
F0901/MID1/P09515_face1.jpg,F0009/MID6/P11721_face2.jpg,fs,0
F0901/MID3/P09522_face0.jpg,F0901/MID1/P09523_face0.jpg,fs,1
F0901/MID3/P09521_face1.jpg,F0382/MID3/P04055_face2.jpg,fs,0
F0904/MID2/P09549_face0.jpg,F0904/MID1/P09548_face2.jpg,fs,1
F0904/MID2/P09545_face1.jpg,F0955/MID3/P10062_face0.jpg,fs,0
F0909/MID1/P09604_face2.jpg,F0909/MID3/P09597_face1.jpg,fs,1
F0909/MID1/P09600_face0.jpg,F0096/MID1/P00987_face1.jpg,fs,0
F0911/MID1/P09618_face1.jpg,F0911/MID3/P09615_face0.jpg,fs,1
F0911/MID1/P09620_face1.jpg,F0274/MID2/P02929_face1.jpg,fs,0
F0911/MID1/P09619_face3.jpg,F0911/MID4/P09617_face5.jpg,fs,1
F0911/MID1/P09623_face0.jpg,F0542/MID6/P05695_face4.jpg,fs,0
F0915/MID5/P09655_face2.jpg,F0915/MID6/P09664_face2.jpg,fs,1
F0915/MID5/P09655_face2.jpg,F0013/MID9/P00141_face3.jpg,fs,0
F0918/MID1/P09690_face3.jpg,F0918/MID5/P09693_face6.jpg,fs,1
F0918/MID1/P09687_face1.jpg,F0315/MID2/P03341_face1.jpg,fs,0
F0918/MID1/P09690_face3.jpg,F0918/MID4/P09693_face0.jpg,fs,1
F0918/MID1/P09690_face3.jpg,F0771/MID6/P08145_face5.jpg,fs,0
F0922/MID1/P09732_face7.jpg,F0922/MID5/P09734_face4.jpg,fs,1
F0922/MID1/P09734_face1.jpg,F0496/MID4/P05250_face3.jpg,fs,0
F0922/MID1/P09732_face7.jpg,F0922/MID3/P09726_face0.jpg,fs,1
F0922/MID1/P09733_face1.jpg,F0069/MID6/P11417_face3.jpg,fs,0
F0926/MID1/P09770_face1.jpg,F0926/MID5/P09771_face8.jpg,fs,1
F0926/MID1/P09770_face1.jpg,F0963/MID5/P10256_face0.jpg,fs,0
F0926/MID1/P09773_face0.jpg,F0926/MID4/P09765_face2.jpg,fs,1
F0926/MID1/P09774_face9.jpg,F0936/MID1/P09868_face7.jpg,fs,0
F0926/MID1/P09768_face3.jpg,F0926/MID3/P09765_face3.jpg,fs,1
F0926/MID1/P09765_face10.jpg,F0548/MID4/P11357_face2.jpg,fs,0
F0929/MID1/P09795_face0.jpg,F0929/MID3/P09797_face1.jpg,fs,1
F0929/MID1/P09798_face0.jpg,F0196/MID3/P02103_face1.jpg,fs,0
F0934/MID4/P09854_face4.jpg,F0934/MID2/P09849_face1.jpg,fs,1
F0934/MID4/P09849_face2.jpg,F0382/MID3/P04055_face2.jpg,fs,0
F0935/MID1/P09855_face2.jpg,F0935/MID3/P09857_face3.jpg,fs,1
F0935/MID1/P09864_face0.jpg,F0896/MID5/P09453_face2.jpg,fs,0
F0935/MID1/P09857_face2.jpg,F0935/MID4/P09857_face1.jpg,fs,1
F0935/MID1/P09856_face1.jpg,F0918/MID4/P09693_face0.jpg,fs,0
F0936/MID3/P09869_face1.jpg,F0936/MID1/P09866_face0.jpg,fs,1
F0936/MID3/P09866_face1.jpg,F0991/MID10/P10441_face3.jpg,fs,0
F0937/MID1/P09878_face1.jpg,F0937/MID2/P09882_face1.jpg,fs,1
F0937/MID1/P09878_face1.jpg,F0641/MID3/P06725_face4.jpg,fs,0
F0941/MID1/P09917_face2.jpg,F0941/MID3/P09921_face0.jpg,fs,1
F0941/MID1/P09919_face3.jpg,F0009/MID4/P11731_face5.jpg,fs,0
F0942/MID1/P09927_face0.jpg,F0942/MID4/P09931_face1.jpg,fs,1
F0942/MID1/P09925_face1.jpg,F0532/MID2/P05589_face0.jpg,fs,0
F0944/MID1/P09952_face1.jpg,F0944/MID4/P09948_face1.jpg,fs,1
F0944/MID1/P09952_face1.jpg,F0717/MID5/P07519_face2.jpg,fs,0
F0945/MID1/P09955_face2.jpg,F0945/MID3/P09955_face3.jpg,fs,1
F0945/MID1/P09964_face0.jpg,F0051/MID4/P10806_face1.jpg,fs,0
F0948/MID1/P09994_face0.jpg,F0948/MID5/P09988_face0.jpg,fs,1
F0948/MID1/P09992_face0.jpg,F1013/MID5/P13134_face0.jpg,fs,0
F0949/MID1/P10004_face1.jpg,F0949/MID3/P10001_face1.jpg,fs,1
F0949/MID1/P10003_face1.jpg,F0059/MID2/P00595_face2.jpg,fs,0
F0951/MID1/P10015_face0.jpg,F0951/MID3/P10016_face0.jpg,fs,1
F0951/MID1/P10016_face2.jpg,F0814/MID2/P08612_face0.jpg,fs,0
F0954/MID1/P12213_face0.jpg,F0954/MID4/P12209_face0.jpg,fs,1
F0954/MID1/P12208_face1.jpg,F0763/MID2/P12198_face0.jpg,fs,0
F0954/MID1/P12204_face3.jpg,F0954/MID3/P12207_face1.jpg,fs,1
F0954/MID1/P12206_face1.jpg,F0051/MID3/P10806_face2.jpg,fs,0
F0955/MID2/P10061_face1.jpg,F0955/MID3/P10062_face0.jpg,fs,1
F0955/MID2/P10069_face2.jpg,F0013/MID1/P00133_face0.jpg,fs,0
F0955/MID2/P10070_face1.jpg,F0955/MID4/P10062_face2.jpg,fs,1
F0955/MID2/P10069_face2.jpg,F0639/MID3/P06712_face1.jpg,fs,0
F0955/MID7/P10066_face1.jpg,F0955/MID2/P10070_face1.jpg,fs,1
F0955/MID7/P10066_face1.jpg,F0642/MID1/P06749_face2.jpg,fs,0
F0956/MID1/P10075_face2.jpg,F0956/MID4/P10072_face0.jpg,fs,1
F0956/MID1/P10077_face0.jpg,F0760/MID3/P08013_face0.jpg,fs,0
F0956/MID8/P10077_face1.jpg,F0956/MID7/P10076_face0.jpg,fs,1
F0956/MID8/P10077_face1.jpg,F0202/MID5/P02177_face0.jpg,fs,0
F0956/MID8/P10077_face1.jpg,F0956/MID1/P10074_face1.jpg,fs,1
F0956/MID8/P10077_face1.jpg,F0113/MID4/P01180_face1.jpg,fs,0
F0957/MID1/P10084_face2.jpg,F0957/MID3/P10087_face6.jpg,fs,1
F0957/MID1/P10087_face4.jpg,F0622/MID1/P06541_face1.jpg,fs,0
F0957/MID1/P10087_face4.jpg,F0957/MID4/P10089_face2.jpg,fs,1
F0957/MID1/P10085_face1.jpg,F0090/MID1/P10821_face0.jpg,fs,0
F0959/MID5/P10109_face1.jpg,F0959/MID4/P10102_face0.jpg,fs,1
F0959/MID5/P10108_face0.jpg,F0305/MID2/P03258_face1.jpg,fs,0
F0960/MID1/P10115_face1.jpg,F0960/MID4/P10112_face2.jpg,fs,1
F0960/MID1/P10112_face5.jpg,F0274/MID2/P02930_face0.jpg,fs,0
F0960/MID6/P10120_face1.jpg,F0960/MID1/P10120_face0.jpg,fs,1
F0960/MID6/P10120_face1.jpg,F0600/MID2/P10739_face0.jpg,fs,0
F0961/MID1/P10125_face5.jpg,F0961/MID4/P10126_face4.jpg,fs,1
F0961/MID1/P10125_face5.jpg,F0241/MID3/P02554_face2.jpg,fs,0
F0961/MID1/P10126_face5.jpg,F0961/MID6/P10125_face4.jpg,fs,1
F0961/MID1/P10132_face1.jpg,F0687/MID2/P07177_face0.jpg,fs,0
F0961/MID1/P10125_face5.jpg,F0961/MID8/P10126_face2.jpg,fs,1
F0961/MID1/P10129_face0.jpg,F0501/MID5/P05296_face3.jpg,fs,0
F0963/MID3/P10255_face2.jpg,F0963/MID2/P10253_face0.jpg,fs,1
F0963/MID3/P10254_face1.jpg,F0013/MID5/P00137_face6.jpg,fs,0
F0963/MID6/P10260_face0.jpg,F0963/MID5/P10257_face0.jpg,fs,1
F0963/MID6/P10260_face0.jpg,F0059/MID2/P00598_face0.jpg,fs,0
F0963/MID6/P10260_face0.jpg,F0963/MID3/P10259_face0.jpg,fs,1
F0963/MID6/P10260_face0.jpg,F0009/MID6/P10572_face2.jpg,fs,0
F0964/MID3/P10155_face3.jpg,F0964/MID1/P10153_face6.jpg,fs,1
F0964/MID3/P10157_face0.jpg,F0771/MID3/P08145_face1.jpg,fs,0
F0964/MID3/P10155_face3.jpg,F0964/MID2/P10158_face1.jpg,fs,1
F0964/MID3/P10156_face1.jpg,F0774/MID3/P08182_face1.jpg,fs,0
F0965/MID1/P10171_face2.jpg,F0965/MID6/P10168_face2.jpg,fs,1
F0965/MID1/P10165_face1.jpg,F0715/MID6/P07498_face3.jpg,fs,0
F0965/MID1/P10164_face0.jpg,F0965/MID3/P10166_face1.jpg,fs,1
F0965/MID1/P10170_face0.jpg,F0886/MID5/P09353_face0.jpg,fs,0
F0965/MID8/P10171_face1.jpg,F0965/MID1/P10165_face1.jpg,fs,1
F0965/MID8/P10171_face1.jpg,F0579/MID4/P06086_face0.jpg,fs,0
F0967/MID1/P10185_face2.jpg,F0967/MID4/P10189_face5.jpg,fs,1
F0967/MID1/P10192_face2.jpg,F0994/MID2/P10475_face1.jpg,fs,0
F0967/MID1/P10188_face1.jpg,F0967/MID3/P10186_face2.jpg,fs,1
